users,book,rating,user_id,book_id
Moose,Flowers For Algernon,0,2,26
Moose,Owl in Love,0,2,27
Moose,Naruto,0,2,28
Moose,Bleach (graphic novel),0,2,29
Moose,Kiss the Dust,0,2,30
Moose,To Kill a Mockingbird,4,2,31
Moose,The Lion the Witch and the Wardrobe,5,2,32
Moose,The Bourne Series,0,2,33
Moose,Life of Pi,0,2,34
Moose,Breathless,0,2,35
Moose,Twilight Series,0,2,36
Moose,Sabriel,0,2,37
Moose,Nineteen Eighty-Four (1984),5,2,38
Moose,Eragon,2,2,39
Moose,Hatchet,0,2,40
Moose,My Sister's Keeper,0,2,41
Moose,The Golden Compass,0,2,42
Moose,Harry Potter Series,5,2,43
Moose,Holes,0,2,44
Moose,Shonen Jump Series,0,2,45
Moose,The Shadow Club,0,2,46
Moose,Bone Series,0,2,47
Moose,Maus: A Survivor's Tale,0,2,48
Moose,The Joy Luck Club,0,2,49
Moose,The Lord of the Rings,5,2,50
Moose,The Hobbit,5,2,51
Moose,Shattered,0,2,52
Moose,The War Of The Worlds,4,2,53
Moose,Dealing with Dragons,0,2,54
Moose,The Chrysalids,0,2,55
Reuven,The Hitchhiker's Guide To The Galaxy,5,3,1
Reuven,Watership Down,1,3,2
Reuven,The Five People You Meet in Heaven,0,3,3
Reuven,Speak,0,3,4
Reuven,I Know Why the Caged Bird Sings,0,3,5
Reuven,Thirteen Reasons Why,0,3,6
Reuven,Foundation Series,2,3,7
Reuven,The Sisterhood of the Travelling Pants,1,3,8
Reuven,A Great and Terrible Beauty,0,3,9
Reuven,The Da Vinci Code,3,3,10
Reuven,The Princess Diaries,1,3,11
Reuven,Ender's Game,5,3,12
Reuven,The Hunt for Red October,0,3,13
Reuven,The Hunger Games,3,3,14
Reuven,The Great Gatsby,0,3,15
Reuven,Ranger's Apprentice Series,3,3,16
Reuven,Inkheart,2,3,17
Reuven,Neuromancer,3,3,18
Reuven,Lord of the Flies,1,3,19
Reuven,The Princess Bride,0,3,20
Reuven,Dinotopia: A Land Apart from Time,0,3,21
Reuven,Far North,0,3,22
Reuven,Practical Magic,0,3,23
Reuven,Brave New World,0,3,24
Reuven,The Summer Tree,0,3,25
Reuven,Flowers For Algernon,4,3,26
Reuven,Owl in Love,0,3,27
Reuven,Naruto,0,3,28
Reuven,Bleach (graphic novel),0,3,29
Reuven,Kiss the Dust,0,3,30
Reuven,To Kill a Mockingbird,1,3,31
Reuven,The Lion the Witch and the Wardrobe,3,3,32
Reuven,The Bourne Series,0,3,33
Reuven,Life of Pi,3,3,34
Reuven,Breathless,0,3,35
Reuven,Twilight Series,1,3,36
Reuven,Sabriel,0,3,37
Reuven,Nineteen Eighty-Four (1984),4,3,38
Reuven,Eragon,2,3,39
Reuven,Hatchet,4,3,40
Reuven,My Sister's Keeper,0,3,41
Reuven,The Golden Compass,3,3,42
Reuven,Harry Potter Series,5,3,43
Reuven,Holes,3,3,44
Reuven,Shonen Jump Series,0,3,45
Reuven,The Shadow Club,0,3,46
Reuven,Bone Series,0,3,47
Reuven,Maus: A Survivor's Tale,0,3,48
Reuven,The Joy Luck Club,0,3,49
Reuven,The Lord of the Rings,3,3,50
Reuven,The Hobbit,4,3,51
Reuven,Shattered,3,3,52
Reuven,The War Of The Worlds,5,3,53
Reuven,Dealing with Dragons,3,3,54
Reuven,The Chrysalids,4,3,55
Cust1,The Hitchhiker's Guide To The Galaxy,4,4,1
Cust1,Watership Down,4,4,2
Cust1,The Five People You Meet in Heaven,5,4,3
Cust1,Speak,0,4,4
Cust1,I Know Why the Caged Bird Sings,0,4,5
Cust1,Thirteen Reasons Why,0,4,6
Cust1,Foundation Series,4,4,7
Cust1,The Sisterhood of the Travelling Pants,0,4,8
Cust1,A Great and Terrible Beauty,0,4,9
Cust1,The Da Vinci Code,4,4,10
Cust1,The Princess Diaries,0,4,11
Cust1,Ender's Game,4,4,12
Cust1,The Hunt for Red October,0,4,13
Cust1,The Hunger Games,0,4,14
Cust1,The Great Gatsby,0,4,15
Cust1,Ranger's Apprentice Series,0,4,16
Cust1,Inkheart,0,4,17
Cust1,Neuromancer,4,4,18
Cust1,Lord of the Flies,0,4,19
Cust1,The Princess Bride,5,4,20
Cust1,Dinotopia: A Land Apart from Time,0,4,21
Cust1,Far North,0,4,22
Cust1,Practical Magic,0,4,23
Cust1,Brave New World,3,4,24
Cust1,The Summer Tree,4,4,25
Cust1,Flowers For Algernon,3,4,26
Cust1,Owl in Love,0,4,27
Cust1,Naruto,0,4,28
Cust1,Bleach (graphic novel),0,4,29
Cust1,Kiss the Dust,0,4,30
Cust1,To Kill a Mockingbird,0,4,31
Cust1,The Lion the Witch and the Wardrobe,4,4,32
Cust1,The Bourne Series,0,4,33
Cust1,Life of Pi,4,4,34
Cust1,Breathless,0,4,35
Cust1,Twilight Series,0,4,36
Cust1,Sabriel,0,4,37
Cust1,Nineteen Eighty-Four (1984),3,4,38
Cust1,Eragon,4,4,39
Cust1,Hatchet,0,4,40
Cust1,My Sister's Keeper,0,4,41
Cust1,The Golden Compass,4,4,42
Cust1,Harry Potter Series,4,4,43
Cust1,Holes,0,4,44
Cust1,Shonen Jump Series,0,4,45
Cust1,The Shadow Club,0,4,46
Cust1,Bone Series,5,4,47
Cust1,Maus: A Survivor's Tale,0,4,48
Cust1,The Joy Luck Club,0,4,49
Cust1,The Lord of the Rings,4,4,50
Cust1,The Hobbit,3,4,51
Cust1,Shattered,0,4,52
Cust1,The War Of The Worlds,0,4,53
Cust1,Dealing with Dragons,0,4,54
Cust1,The Chrysalids,0,4,55
Cust2,The Hitchhiker's Guide To The Galaxy,4,5,1
Cust2,Watership Down,0,5,2
Cust2,The Five People You Meet in Heaven,0,5,3
Cust2,Speak,0,5,4
Cust2,I Know Why the Caged Bird Sings,0,5,5
Cust2,Thirteen Reasons Why,0,5,6
Cust2,Foundation Series,0,5,7
Cust2,The Sisterhood of the Travelling Pants,0,5,8
Cust2,A Great and Terrible Beauty,0,5,9
Cust2,The Da Vinci Code,0,5,10
Cust2,The Princess Diaries,0,5,11
Cust2,Ender's Game,0,5,12
Cust2,The Hunt for Red October,0,5,13
Cust2,The Hunger Games,0,5,14
Cust2,The Great Gatsby,0,5,15
Cust2,Ranger's Apprentice Series,0,5,16
Cust2,Inkheart,0,5,17
Cust2,Neuromancer,0,5,18
Cust2,Lord of the Flies,3,5,19
Cust2,The Princess Bride,0,5,20
Cust2,Dinotopia: A Land Apart from Time,0,5,21
Cust2,Far North,0,5,22
Cust2,Practical Magic,0,5,23
Cust2,Brave New World,0,5,24
Cust2,The Summer Tree,0,5,25
Cust2,Flowers For Algernon,0,5,26
Cust2,Owl in Love,0,5,27
Cust2,Naruto,0,5,28
Cust2,Bleach (graphic novel),0,5,29
Cust2,Kiss the Dust,0,5,30
Cust2,To Kill a Mockingbird,0,5,31
Cust2,The Lion the Witch and the Wardrobe,5,5,32
Cust2,The Bourne Series,0,5,33
Cust2,Life of Pi,0,5,34
Cust2,Breathless,0,5,35
Cust2,Twilight Series,0,5,36
Cust2,Sabriel,0,5,37
Cust2,Nineteen Eighty-Four (1984),4,5,38
Cust2,Eragon,3,5,39
Cust2,Hatchet,0,5,40
Cust2,My Sister's Keeper,0,5,41
Cust2,The Golden Compass,0,5,42
Cust2,Harry Potter Series,4,5,43
Cust2,Holes,0,5,44
Cust2,Shonen Jump Series,0,5,45
Cust2,The Shadow Club,0,5,46
Cust2,Bone Series,4,5,47
Cust2,Maus: A Survivor's Tale,0,5,48
Cust2,The Joy Luck Club,4,5,49
Cust2,The Lord of the Rings,4,5,50
Cust2,The Hobbit,5,5,51
Cust2,Shattered,0,5,52
Cust2,The War Of The Worlds,4,5,53
Cust2,Dealing with Dragons,0,5,54
Cust2,The Chrysalids,4,5,55
Francois,The Hitchhiker's Guide To The Galaxy,4,6,1
Francois,Watership Down,4,6,2
Francois,The Five People You Meet in Heaven,5,6,3
Francois,Speak,0,6,4
Francois,I Know Why the Caged Bird Sings,0,6,5
Francois,Thirteen Reasons Why,0,6,6
Francois,Foundation Series,4,6,7
Francois,The Sisterhood of the Travelling Pants,0,6,8
Francois,A Great and Terrible Beauty,0,6,9
Francois,The Da Vinci Code,4,6,10
Francois,The Princess Diaries,0,6,11
Francois,Ender's Game,4,6,12
Francois,The Hunt for Red October,0,6,13
Francois,The Hunger Games,0,6,14
Francois,The Great Gatsby,0,6,15
Francois,Ranger's Apprentice Series,0,6,16
Francois,Inkheart,0,6,17
Francois,Neuromancer,4,6,18
Francois,Lord of the Flies,0,6,19
Francois,The Princess Bride,5,6,20
Francois,Dinotopia: A Land Apart from Time,0,6,21
Francois,Far North,0,6,22
Francois,Practical Magic,0,6,23
Francois,Brave New World,3,6,24
Francois,The Summer Tree,4,6,25
Francois,Flowers For Algernon,3,6,26
Francois,Owl in Love,0,6,27
Francois,Naruto,0,6,28
Francois,Bleach (graphic novel),0,6,29
Francois,Kiss the Dust,0,6,30
Francois,To Kill a Mockingbird,0,6,31
Francois,The Lion the Witch and the Wardrobe,4,6,32
Francois,The Bourne Series,0,6,33
Francois,Life of Pi,4,6,34
Francois,Breathless,0,6,35
Francois,Twilight Series,0,6,36
Francois,Sabriel,0,6,37
Francois,Nineteen Eighty-Four (1984),3,6,38
Francois,Eragon,4,6,39
Francois,Hatchet,0,6,40
Francois,My Sister's Keeper,0,6,41
Francois,The Golden Compass,4,6,42
Francois,Harry Potter Series,4,6,43
Francois,Holes,0,6,44
Francois,Shonen Jump Series,0,6,45
Francois,The Shadow Club,0,6,46
Francois,Bone Series,5,6,47
Francois,Maus: A Survivor's Tale,0,6,48
Francois,The Joy Luck Club,0,6,49
Francois,The Lord of the Rings,4,6,50
Francois,The Hobbit,3,6,51
Francois,Shattered,0,6,52
Francois,The War Of The Worlds,0,6,53
Francois,Dealing with Dragons,0,6,54
Francois,The Chrysalids,0,6,55
Jim C,The Hitchhiker's Guide To The Galaxy,5,7,1
Jim C,Watership Down,4,7,2
Jim C,The Five People You Meet in Heaven,0,7,3
Jim C,Speak,0,7,4
Jim C,I Know Why the Caged Bird Sings,0,7,5
Jim C,Thirteen Reasons Why,0,7,6
Jim C,Foundation Series,4,7,7
Jim C,The Sisterhood of the Travelling Pants,0,7,8
Jim C,A Great and Terrible Beauty,0,7,9
Jim C,The Da Vinci Code,0,7,10
Jim C,The Princess Diaries,0,7,11
Jim C,Ender's Game,0,7,12
Jim C,The Hunt for Red October,0,7,13
Jim C,The Hunger Games,0,7,14
Jim C,The Great Gatsby,3,7,15
Jim C,Ranger's Apprentice Series,0,7,16
Jim C,Inkheart,0,7,17
Jim C,Neuromancer,0,7,18
Jim C,Lord of the Flies,0,7,19
Jim C,The Princess Bride,0,7,20
Jim C,Dinotopia: A Land Apart from Time,0,7,21
Jim C,Far North,0,7,22
Jim C,Practical Magic,0,7,23
Jim C,Brave New World,4,7,24
Jim C,The Summer Tree,0,7,25
Jim C,Flowers For Algernon,4,7,26
Jim C,Owl in Love,0,7,27
Jim C,Naruto,0,7,28
Jim C,Bleach (graphic novel),0,7,29
Jim C,Kiss the Dust,0,7,30
Jim C,To Kill a Mockingbird,0,7,31
Jim C,The Lion the Witch and the Wardrobe,5,7,32
Jim C,The Bourne Series,0,7,33
Jim C,Life of Pi,5,7,34
Jim C,Breathless,0,7,35
Jim C,Twilight Series,0,7,36
Jim C,Sabriel,0,7,37
Jim C,Nineteen Eighty-Four (1984),0,7,38
Jim C,Eragon,0,7,39
Jim C,Hatchet,0,7,40
Jim C,My Sister's Keeper,0,7,41
Jim C,The Golden Compass,0,7,42
Jim C,Harry Potter Series,0,7,43
Jim C,Holes,0,7,44
Jim C,Shonen Jump Series,0,7,45
Jim C,The Shadow Club,0,7,46
Jim C,Bone Series,0,7,47
Jim C,Maus: A Survivor's Tale,0,7,48
Jim C,The Joy Luck Club,4,7,49
Jim C,The Lord of the Rings,4,7,50
Jim C,The Hobbit,4,7,51
Jim C,Shattered,0,7,52
Jim C,The War Of The Worlds,0,7,53
Jim C,Dealing with Dragons,0,7,54
Jim C,The Chrysalids,0,7,55
Iren,The Hitchhiker's Guide To The Galaxy,0,8,1
Iren,Watership Down,0,8,2
Iren,The Five People You Meet in Heaven,0,8,3
Iren,Speak,0,8,4
Iren,I Know Why the Caged Bird Sings,0,8,5
Iren,Thirteen Reasons Why,0,8,6
Iren,Foundation Series,0,8,7
Iren,The Sisterhood of the Travelling Pants,0,8,8
Iren,A Great and Terrible Beauty,0,8,9
Iren,The Da Vinci Code,0,8,10
Iren,The Princess Diaries,0,8,11
Iren,Ender's Game,0,8,12
Iren,The Hunt for Red October,0,8,13
Iren,The Hunger Games,0,8,14
Iren,The Great Gatsby,0,8,15
Iren,Ranger's Apprentice Series,0,8,16
Iren,Inkheart,3,8,17
Iren,Neuromancer,0,8,18
Iren,Lord of the Flies,0,8,19
Iren,The Princess Bride,0,8,20
Iren,Dinotopia: A Land Apart from Time,0,8,21
Iren,Far North,0,8,22
Iren,Practical Magic,0,8,23
Iren,Brave New World,0,8,24
Iren,The Summer Tree,0,8,25
Iren,Flowers For Algernon,0,8,26
Iren,Owl in Love,0,8,27
Iren,Naruto,5,8,28
Iren,Bleach (graphic novel),0,8,29
Iren,Kiss the Dust,0,8,30
Iren,To Kill a Mockingbird,0,8,31
Iren,The Lion the Witch and the Wardrobe,3,8,32
Iren,The Bourne Series,0,8,33
Iren,Life of Pi,0,8,34
Iren,Breathless,0,8,35
Iren,Twilight Series,3,8,36
Iren,Sabriel,0,8,37
Iren,Nineteen Eighty-Four (1984),0,8,38
Iren,Eragon,5,8,39
Iren,Hatchet,0,8,40
Iren,My Sister's Keeper,0,8,41
Iren,The Golden Compass,0,8,42
Iren,Harry Potter Series,5,8,43
Iren,Holes,4,8,44
Iren,Shonen Jump Series,5,8,45
Iren,The Shadow Club,0,8,46
Iren,Bone Series,0,8,47
Iren,Maus: A Survivor's Tale,0,8,48
Iren,The Joy Luck Club,0,8,49
Iren,The Lord of the Rings,5,8,50
Iren,The Hobbit,4,8,51
Iren,Shattered,0,8,52
Iren,The War Of The Worlds,4,8,53
Iren,Dealing with Dragons,0,8,54
Iren,The Chrysalids,1,8,55
Cust3,The Hitchhiker's Guide To The Galaxy,0,9,1
Cust3,Watership Down,0,9,2
Cust3,The Five People You Meet in Heaven,0,9,3
Cust3,Speak,2,9,4
Cust3,I Know Why the Caged Bird Sings,0,9,5
Cust3,Thirteen Reasons Why,0,9,6
Cust3,Foundation Series,0,9,7
Cust3,The Sisterhood of the Travelling Pants,0,9,8
Cust3,A Great and Terrible Beauty,0,9,9
Cust3,The Da Vinci Code,0,9,10
Cust3,The Princess Diaries,0,9,11
Cust3,Ender's Game,0,9,12
Cust3,The Hunt for Red October,0,9,13
Cust3,The Hunger Games,0,9,14
Cust3,The Great Gatsby,0,9,15
Cust3,Ranger's Apprentice Series,0,9,16
Cust3,Inkheart,4,9,17
Cust3,Neuromancer,0,9,18
Cust3,Lord of the Flies,0,9,19
Cust3,The Princess Bride,0,9,20
Cust3,Dinotopia: A Land Apart from Time,0,9,21
Cust3,Far North,0,9,22
Cust3,Practical Magic,0,9,23
Cust3,Brave New World,0,9,24
Cust3,The Summer Tree,0,9,25
Cust3,Flowers For Algernon,0,9,26
Cust3,Owl in Love,0,9,27
Cust3,Naruto,5,9,28
Cust3,Bleach (graphic novel),5,9,29
Cust3,Kiss the Dust,0,9,30
Cust3,To Kill a Mockingbird,0,9,31
Cust3,The Lion the Witch and the Wardrobe,0,9,32
Cust3,The Bourne Series,0,9,33
Cust3,Life of Pi,0,9,34
Cust3,Breathless,0,9,35
Cust3,Twilight Series,0,9,36
Cust3,Sabriel,0,9,37
Cust3,Nineteen Eighty-Four (1984),0,9,38
Cust3,Eragon,3,9,39
Cust3,Hatchet,3,9,40
Cust3,My Sister's Keeper,0,9,41
Cust3,The Golden Compass,2,9,42
Cust3,Harry Potter Series,5,9,43
Cust3,Holes,4,9,44
Cust3,Shonen Jump Series,0,9,45
Cust3,The Shadow Club,0,9,46
Cust3,Bone Series,3,9,47
Cust3,Maus: A Survivor's Tale,0,9,48
Cust3,The Joy Luck Club,0,9,49
Cust3,The Lord of the Rings,0,9,50
Cust3,The Hobbit,3,9,51
Cust3,Shattered,0,9,52
Cust3,The War Of The Worlds,0,9,53
Cust3,Dealing with Dragons,0,9,54
Cust3,The Chrysalids,0,9,55
Cust4,The Hitchhiker's Guide To The Galaxy,0,10,1
Cust4,Watership Down,0,10,2
Cust4,The Five People You Meet in Heaven,0,10,3
Cust4,Speak,0,10,4
Cust4,I Know Why the Caged Bird Sings,0,10,5
Cust4,Thirteen Reasons Why,0,10,6
Cust4,Foundation Series,0,10,7
Cust4,The Sisterhood of the Travelling Pants,5,10,8
Cust4,A Great and Terrible Beauty,0,10,9
Cust4,The Da Vinci Code,0,10,10
Cust4,The Princess Diaries,0,10,11
Cust4,Ender's Game,0,10,12
Cust4,The Hunt for Red October,0,10,13
Cust4,The Hunger Games,0,10,14
Cust4,The Great Gatsby,0,10,15
Cust4,Ranger's Apprentice Series,0,10,16
Cust4,Inkheart,0,10,17
Cust4,Neuromancer,0,10,18
Cust4,Lord of the Flies,0,10,19
Cust4,The Princess Bride,0,10,20
Cust4,Dinotopia: A Land Apart from Time,0,10,21
Cust4,Far North,0,10,22
Cust4,Practical Magic,0,10,23
Cust4,Brave New World,0,10,24
Cust4,The Summer Tree,0,10,25
Cust4,Flowers For Algernon,0,10,26
Cust4,Owl in Love,0,10,27
Cust4,Naruto,0,10,28
Cust4,Bleach (graphic novel),0,10,29
Cust4,Kiss the Dust,0,10,30
Cust4,To Kill a Mockingbird,0,10,31
Cust4,The Lion the Witch and the Wardrobe,0,10,32
Cust4,The Bourne Series,0,10,33
Cust4,Life of Pi,0,10,34
Cust4,Breathless,0,10,35
Cust4,Twilight Series,5,10,36
Cust4,Sabriel,0,10,37
Cust4,Nineteen Eighty-Four (1984),0,10,38
Cust4,Eragon,1,10,39
Cust4,Hatchet,0,10,40
Cust4,My Sister's Keeper,0,10,41
Cust4,The Golden Compass,1,10,42
Cust4,Harry Potter Series,5,10,43
Cust4,Holes,0,10,44
Cust4,Shonen Jump Series,0,10,45
Cust4,The Shadow Club,0,10,46
Cust4,Bone Series,0,10,47
Cust4,Maus: A Survivor's Tale,0,10,48
Cust4,The Joy Luck Club,0,10,49
Cust4,The Lord of the Rings,0,10,50
Cust4,The Hobbit,2,10,51
Cust4,Shattered,0,10,52
Cust4,The War Of The Worlds,0,10,53
Cust4,Dealing with Dragons,0,10,54
Cust4,The Chrysalids,2,10,55
Cust5,The Hitchhiker's Guide To The Galaxy,0,11,1
Cust5,Watership Down,2,11,2
Cust5,The Five People You Meet in Heaven,0,11,3
Cust5,Speak,0,11,4
Cust5,I Know Why the Caged Bird Sings,0,11,5
Cust5,Thirteen Reasons Why,0,11,6
Cust5,Foundation Series,0,11,7
Cust5,The Sisterhood of the Travelling Pants,0,11,8
Cust5,A Great and Terrible Beauty,0,11,9
Cust5,The Da Vinci Code,0,11,10
Cust5,The Princess Diaries,0,11,11
Cust5,Ender's Game,0,11,12
Cust5,The Hunt for Red October,0,11,13
Cust5,The Hunger Games,0,11,14
Cust5,The Great Gatsby,0,11,15
Cust5,Ranger's Apprentice Series,0,11,16
Cust5,Inkheart,0,11,17
Cust5,Neuromancer,0,11,18
Cust5,Lord of the Flies,0,11,19
Cust5,The Princess Bride,0,11,20
Cust5,Dinotopia: A Land Apart from Time,0,11,21
Cust5,Far North,0,11,22
Cust5,Practical Magic,0,11,23
Cust5,Brave New World,0,11,24
Cust5,The Summer Tree,0,11,25
Cust5,Flowers For Algernon,4,11,26
Cust5,Owl in Love,0,11,27
Cust5,Naruto,0,11,28
Cust5,Bleach (graphic novel),0,11,29
Cust5,Kiss the Dust,0,11,30
Cust5,To Kill a Mockingbird,5,11,31
Cust5,The Lion the Witch and the Wardrobe,4,11,32
Cust5,The Bourne Series,0,11,33
Cust5,Life of Pi,0,11,34
Cust5,Breathless,0,11,35
Cust5,Twilight Series,0,11,36
Cust5,Sabriel,0,11,37
Cust5,Nineteen Eighty-Four (1984),5,11,38
Cust5,Eragon,0,11,39
Cust5,Hatchet,4,11,40
Cust5,My Sister's Keeper,0,11,41
Cust5,The Golden Compass,4,11,42
Cust5,Harry Potter Series,5,11,43
Cust5,Holes,4,11,44
Cust5,Shonen Jump Series,0,11,45
Cust5,The Shadow Club,0,11,46
Cust5,Bone Series,0,11,47
Cust5,Maus: A Survivor's Tale,4,11,48
Cust5,The Joy Luck Club,0,11,49
Cust5,The Lord of the Rings,5,11,50
Cust5,The Hobbit,5,11,51
Cust5,Shattered,0,11,52
Cust5,The War Of The Worlds,0,11,53
Cust5,Dealing with Dragons,5,11,54
Cust5,The Chrysalids,0,11,55
Cust6,The Hitchhiker's Guide To The Galaxy,3,12,1
Cust6,Watership Down,3,12,2
Cust6,The Five People You Meet in Heaven,4,12,3
Cust6,Speak,4,12,4
Cust6,I Know Why the Caged Bird Sings,2,12,5
Cust6,Thirteen Reasons Why,4,12,6
Cust6,Foundation Series,4,12,7
Cust6,The Sisterhood of the Travelling Pants,5,12,8
Cust6,A Great and Terrible Beauty,5,12,9
Cust6,The Da Vinci Code,5,12,10
Cust6,The Princess Diaries,5,12,11
Cust6,Ender's Game,3,12,12
Cust6,The Hunt for Red October,4,12,13
Cust6,The Hunger Games,3,12,14
Cust6,The Great Gatsby,3,12,15
Cust6,Ranger's Apprentice Series,0,12,16
Cust6,Inkheart,5,12,17
Cust6,Neuromancer,0,12,18
Cust6,Lord of the Flies,4,12,19
Cust6,The Princess Bride,0,12,20
Cust6,Dinotopia: A Land Apart from Time,0,12,21
Cust6,Far North,0,12,22
Cust6,Practical Magic,0,12,23
Cust6,Brave New World,0,12,24
Cust6,The Summer Tree,0,12,25
Cust6,Flowers For Algernon,0,12,26
Cust6,Owl in Love,0,12,27
Cust6,Naruto,0,12,28
Cust6,Bleach (graphic novel),0,12,29
Cust6,Kiss the Dust,0,12,30
Cust6,To Kill a Mockingbird,0,12,31
Cust6,The Lion the Witch and the Wardrobe,0,12,32
Cust6,The Bourne Series,0,12,33
Cust6,Life of Pi,0,12,34
Cust6,Breathless,0,12,35
Cust6,Twilight Series,4,12,36
Cust6,Sabriel,4,12,37
Cust6,Nineteen Eighty-Four (1984),0,12,38
Cust6,Eragon,4,12,39
Cust6,Hatchet,0,12,40
Cust6,My Sister's Keeper,4,12,41
Cust6,The Golden Compass,5,12,42
Cust6,Harry Potter Series,5,12,43
Cust6,Holes,5,12,44
Cust6,Shonen Jump Series,0,12,45
Cust6,The Shadow Club,2,12,46
Cust6,Bone Series,0,12,47
Cust6,Maus: A Survivor's Tale,0,12,48
Cust6,The Joy Luck Club,0,12,49
Cust6,The Lord of the Rings,0,12,50
Cust6,The Hobbit,0,12,51
Cust6,Shattered,0,12,52
Cust6,The War Of The Worlds,4,12,53
Cust6,Dealing with Dragons,3,12,54
Cust6,The Chrysalids,3,12,55
Cust7,The Hitchhiker's Guide To The Galaxy,0,13,1
Cust7,Watership Down,0,13,2
Cust7,The Five People You Meet in Heaven,0,13,3
Cust7,Speak,0,13,4
Cust7,I Know Why the Caged Bird Sings,0,13,5
Cust7,Thirteen Reasons Why,0,13,6
Cust7,Foundation Series,0,13,7
Cust7,The Sisterhood of the Travelling Pants,0,13,8
Cust7,A Great and Terrible Beauty,0,13,9
Cust7,The Da Vinci Code,0,13,10
Cust7,The Princess Diaries,0,13,11
Cust7,Ender's Game,5,13,12
Cust7,The Hunt for Red October,0,13,13
Cust7,The Hunger Games,0,13,14
Cust7,The Great Gatsby,0,13,15
Cust7,Ranger's Apprentice Series,0,13,16
Cust7,Inkheart,0,13,17
Cust7,Neuromancer,0,13,18
Cust7,Lord of the Flies,0,13,19
Cust7,The Princess Bride,0,13,20
Cust7,Dinotopia: A Land Apart from Time,0,13,21
Cust7,Far North,0,13,22
Cust7,Practical Magic,0,13,23
Cust7,Brave New World,0,13,24
Cust7,The Summer Tree,0,13,25
Cust7,Flowers For Algernon,0,13,26
Cust7,Owl in Love,0,13,27
Cust7,Naruto,3,13,28
Cust7,Bleach (graphic novel),2,13,29
Cust7,Kiss the Dust,0,13,30
Cust7,To Kill a Mockingbird,0,13,31
Cust7,The Lion the Witch and the Wardrobe,5,13,32
Cust7,The Bourne Series,5,13,33
Cust7,Life of Pi,0,13,34
Cust7,Breathless,0,13,35
Cust7,Twilight Series,5,13,36
Cust7,Sabriel,0,13,37
Cust7,Nineteen Eighty-Four (1984),0,13,38
Cust7,Eragon,4,13,39
Cust7,Hatchet,0,13,40
Cust7,My Sister's Keeper,0,13,41
